Drug,SMILES,permeable
ROPIZINE,Cc1cccc(n1)\C=N\N1CCN(CC1)C(c1ccccc1)c1ccccc1,1
SUCLOFENIDE,NS(=O)(=O)c1ccc(c(c1)Cl)N1C(=O)CC(C1=O)c1ccccc1,1
SULTIAME,NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,1
TALTRIMIDE,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,1
TOPIRAMATE,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1
TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O,1
VALPROIC-ACID,CCCC(CCC)C(O)=O,1
VALPROMIDE,CCCC(CCC)C(N)=O,1
VALPROATE-PIVOXIL,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1
VIGABATRIN,NC(CCC(O)=O)C=C,1
ZONICLEZOLE,CC(n1ccnc1)c1noc2ccc(cc12)Cl,1
ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12,1
BROFOXINE,CC1(C)OC(=O)Nc2ccc(cc12)Br,1
MEXILETINE,CC(N)COc1c(cccc1C)C,1
PIRIQUALONE,Cc1ccccc1N1C(=Nc2ccccc2C1=O)\C=C/c1ccccn1,1
NAPITANE,C1CC(CN2CCC(C2)c2ccccc2)c2ccc3c(c2C1)OCO3,1
ALNESPIRONE,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(c2C1)OC,1
AMEDALIN,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc12,1
AMIXETRINE,CC(C)CCOC(CN1CCCC1)c1ccccc1,1
AZALOXAN,O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1,1
AZEPINDOLE,C1CNCc2cc3ccccc3n2C1,1
AZIPRAMINE,CN(CCc1cc2cccc3c2n1c1ccccc1CC3)Cc1ccccc1,1
BEFURALINE,O=C(N1CCN(CC1)Cc1ccccc1)c1oc2ccccc2c1,1
BENMOXIN,CC(NNC(=O)c1ccccc1)c1ccccc1,1
BENZAPRINOXIDE,C[N+](C)([O-])CC\C=C1\c2ccccc2C=Cc2c(cccc\12)Cl,1
BIFEMELANE,CNCCCCOc1ccccc1Cc1ccccc1,1
BINEDALINE,CN(C)CCN(C)n1cc(c2ccccc12)c1ccccc1,1
BIPENAMOL,NCc1ccccc1Sc1ccccc1CO,1
SIBUTRAMINE,CC(C)CC(N(C)C)C1(CCC1)c1ccc(cc1)Cl,1
BUDIPINE,CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1,1
BUPROPION,CC(NC(C)(C)C)C(=O)c1cccc(c1)Cl,1
BUTACETIN,CC(=O)Nc1ccc(cc1)OC(C)(C)C,1
CAPROXAMINE,CCCCC/C(=N/OCCN)/c1ccc(c(c1)N)C,1
CARBENZIDE,CCOC(=O)NNC(C)c1ccccc1,1
CAROXAZONE,NC(=O)CN1Cc2ccccc2OC1=O,1
CARPIPRAMINE,NC(=O)C1(CCN(CCCN2c3ccccc3CCc3ccccc23)CC1)N1CCCCC1,1
CARTAZOLATE,CCCCNc1c(cnc2n(ncc12)CC)C(=O)OCC,1
CIANOPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(cc12)C#N,1
CICLAZINDOL,OC1(c2cccc(c2)Cl)c2ccccc2N2CCCN=C21,1
CICLINDOLE,CN(C)C1CCc2[nH]c3ccccc3c2C1,1
CILOBAMINE,CC(C)N[C@@H]1C2CCC(CC2)[C@@]1(O)c1ccc(c(c1)Cl)Cl,1
CINFENINE,CN(CCOC(c1ccccc1)c1ccccc1)C/C=C/c1ccccc1,1
CITALOPRAM,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(cc1)F,1
CLEMEPROL,CN(C)CC(O)C(c1ccccc1)c1cccc(c1)Cl,1
CLODAZON,CN(C)CCCN1C(=O)N(c2ccccc2)c2cc(ccc12)Cl,1
CLOFENCICLAN,CCN(CC)CCOC1(CCCCC1)c1ccc(cc1)Cl,1
CLOVOXAMINE,COCCCC\C(=N/OCCN)\c1ccc(cc1)Cl,1
COTININE,CN1[C@@H](CCC1=O)c1cccnc1,1
CYPENAMINE,NC1CCCC1c1ccccc1,1
CYPROLIDOL,OC(C1CC1c1ccncc1)(c1ccccc1)c1ccccc1,1
DALEDALIN,CNCCCC1(C)CN(c2ccccc2)c2ccccc12,1
DANITRACEN,CN1CCC(CC1)=C1c2ccccc2C(O)c2ccccc12,1
DAZADROL,OC(C1=NCCN1)(c1ccc(cc1)Cl)c1ccccn1,1
DAZEPINIL,CN1C(Cc2ccccc2N=C1C)c1ccccc1,1
DELFAPRAZINE,Cc1ccc(c(c1)N1CCNCC1)Cc1ccccc1,1
DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc12,1
DEXAMISOLE,C1CN2C[C@H](N=C2S1)c1ccccc1,1
DEXIMAFEN,C1CN2C(CN=C2N1)c1ccccc1,1
DEXOXADROL,C1CCC(NC1)C1COC(O1)(c1ccccc1)c1ccccc1,1
DICLOFENSINE,COc1ccc2c(c1)CN(C)CC2c1ccc(c(c1)Cl)Cl,1
DIMETACRINE,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc12,1
DOSULEPIN,CN(C)CC\C=C1\c2ccccc2CSc2ccccc\12,1
OMILOXETINE,Fc1ccc(cc1)C1CCN(CC1COc1ccc2c(c1)OCO2)CC(=O)c1ccc(cc1)F,1
ROBALZOTAN,NC(=O)c1ccc(c2c1C[C@H](CO2)N(C1CCC1)C1CCC1)F,1
ECLANAMINE,CCC(=O)N([C@@H]1CCC[C@H]1N(C)C)c1ccc(c(c1)Cl)Cl,1
ELANZEPINE,CN(C)CC\C=C1\c2ccccc2CNc2cc(ccc\12)Cl,1
ELTOPRAZINE,C1CN(CCN1)c1cccc2c1OCCO2,1
ENCYPRATE,CCOC(=O)N(Cc1ccccc1)C1CC1,1
ETRABAMINE,CNC1CCc2ncsc2C1,1
FANTRIDONE,CN(C)CCCN1C(=O)c2ccccc2c2ccccc12,1
FEMOXETINE,COc1ccc(cc1)OC[C@H]1CN(C)CCC1c1ccccc1,1
FENGABINE,CCCC\N=C(\c1cc(ccc1O)Cl)/c1ccccc1Cl,1
FENMETOZOLE,Clc1ccc(cc1Cl)OCC1=NCCN1,1
FENMETRAMIDE,CC1NC(=O)COC1c1ccccc1,1
FENPENTADIOL,CC(C)(O)CC(C)(O)c1ccc(cc1)Cl,1
SIFAPRAZINE,CN1CCN(CC1)c1ccccc1Cc1ccccc1,1
FIPEXIDE,Clc1ccc(cc1)OCC(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2,1
FLEROBUTEROL,CC(C)(C)NCC(O)c1ccccc1F,1
FLUACIZINE,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(cc12)C(F)(F)F,1
FLUBANILATE,CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F,1
FLUOXETINE,CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,1
FLURADOLINE,CNCCSC1=Cc2ccccc2Oc2ccc(cc12)F,1
FLUVOXAMINE,COCCCC/C(=N/OCCN)/c1ccc(cc1)C(F)(F)F,1
GAMFEXINE,CN(C)CCC(C1CCCCC1)c1ccccc1,1
GUANOXYFEN,N\C(=N)\NCCCOc1ccccc1,1
HEPZIDINE,CN1CCC(CC1)OC1c2ccccc2CCc2ccccc12,1
MOXIRAPRINE,Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,1
HOMOPIPRAMOL,OCCN1CCCN(CCCN2c3ccccc3C=Cc3ccccc23)CC1,1
IFOXETINE,Cc1cccc(c1C)O[C@H]1CCNC[C@H]1O,1
INDELOXAZINE,C1COC(CN1)COc1cccc2c1CC=C2,1
IPRINDOLE,CN(C)CCCn1c2c(c3ccccc13)CCCCCC2,1
IVOQUALINE,COc1ccc2nccc(c2c1)CCC[C@@H]1CCNC[C@H]1C=C,1
CERICLAMINE,CN(C)C(C)(CO)Cc1ccc(c(c1)Cl)Cl,1
EPROBEMIDE,Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,1
LITRACEN,CNCCC=C1c2ccccc2C(C)(C)c2ccccc12,1
LORTALAMINE,CN1CC[C@]23NC(=O)C[C@H]([C@H]2C1)c1cc(ccc1O3)Cl,1
LOSINDOLE,CN1C[C@@H]2Cc3ccc(cc3[C@H]([C@@H]2C1)c1ccccc1)Cl,1
DEXNAFENODONE,CN(C)CC[C@@]1(CCc2ccccc2C1=O)c1ccccc1,1
DAPOXETINE,CN(C)[C@@H](CCOc1cccc2ccccc21)c1ccccc1,1
DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1sccc1,1
MAZINDOL,OC1(N2CCN=C2c2ccccc12)c1ccc(cc1)Cl,1
SURITOZOLE,CN1N=C(N(C)C1=S)c1cccc(c1)F,1
MELITRACEN,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc12,1
METRALINDOLE,COc1ccc2n3c4c(c2c1)CCN=C4N(C)CC3,1
MIANSERIN,CN1CCN2C(C1)c1ccccc1Cc1ccccc21,1
MILNACIPRAN,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c1ccccc1,1
MODALINE,Cc1nccnc1N1CCCCC1,1
MONOMETACRINE,CNCCCN1c2ccccc2C(C)(C)c2ccccc12,1
NAFENODONE,CN(C)CCC1(CCc2ccccc2C1=O)c1ccccc1,1
NAPACTADINE,CN\C(\Cc1ccc2ccccc2c1)=N/C,1
NAPAMEZOLE,C1CN=C(CC2=Cc3ccccc3CC2)N1,1
NEFAZODONE,CCC1=NN(CCCN2CCN(CC2)c2cccc(c2)Cl)C(=O)N1CCOc1ccccc1,1
NISOXETINE,CNCCC(Oc1ccccc1OC)c1ccccc1,1
NITRAFUDAM,N\C(=N)\c1oc(cc1)c1ccccc1[N+]([O-])=O,1
NOMELIDINE,CNC\C=C(\c1ccc(cc1)Br)/c1cccnc1,1
NOMIFENSINE,CN1CC(c2ccccc2)c2cccc(c2C1)N,1
FASORACETAM,O=C1CC[C@@H](N1)C(=O)N1CCCCC1,1
NUCLOTIXENE,Clc1ccc2c(c1)\C(=C/C1CN3CCC1CC3)\c1ccccc1S2,1
OPIPRAMOL,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc23)CC1,1
OXAFLOZANE,CC(C)N1CCOC(C1)c1cccc(c1)C(F)(F)F,1
OXITRIPTAN,N[C@@H](Cc1c[nH]c2ccc(cc12)O)C(O)=O,1
PARAXAZONE,NC(=O)CN1C(=O)COc2ccccc12,1
PAROXETINE,Fc1ccc(cc1)C1CCNCC1COc1ccc2c(c1)OCO2,1
PERAFENSINE,C1CN(CCN1)c1cc2ccccc2c(n1)c1ccccc1,1
PHACETOPERANE,CC(=O)OC(C1CCCCN1)c1ccccc1,1
PIBERALINE,O=C(N1CCN(CC1)Cc1ccccc1)c1ccccn1,1
PIPOFEZINE,CN1CCN(CC1)c1cc2c(nn1)Oc1ccccc1N2C,1
PIRLINDOLE,Cc1ccc2n3c4c(c2c1)CCCC4NCC3,1
PIZOTIFEN,CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12,1
PRAZITONE,O=C1NC(=O)C(CC2CCCCN2)(C(=O)N1)c1ccccc1,1
PRIDEFINE,CCN1CCC(C1)=C(c1ccccc1)c1ccccc1,1
QUINUPRAMINE,C1CN2CCC1C(C2)N1c2ccccc2CCc2ccccc12,1
REBOXETINE,CCOc1ccccc1OC(C1CNCCO1)c1ccccc1,1
ROFELODINE,O=C1CCN=C2CC(CN12)c1ccccc1,1
ROLICYPRINE,O=C1CCNC1C(=O)N[C@H]1CC1c1ccccc1,1
SEPROXETINE,NCC[C@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,1
SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,1
LITOXETINE,C1CC(CCN1)OCc1ccc2ccccc2c1,1
SPICLAMINE,Clc1ccc(cc1)[C@@H]1[C@H]2CC[C@@H](C2)C21CCC(=N2)N1CCOCC1,1
SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,1
SULTOPRIDE,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,1
TALOPRAM,CNCCCC1(OC(C)(C)c2ccccc12)c1ccccc1,1
TALSUPRAM,CNCCCC1(SC(C)(C)c2ccccc12)c1ccccc1,1
TAMETRALINE,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc12,1
TAMPRAMINE,CN(C)CCCN1c2ccccc2C(=Nc2cccnc12)c1ccccc1,1
TANDAMINE,CCn1c2ccccc2c2c1C(C)(CCN(C)C)SCC2,1
TIAZESIM,CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,1
TIFEMOXONE,S=C1NCCC(COc2ccccc2)O1,1
TIFLUCARBINE,CCN1CCc2[nH]c3cc(c4scc(c4c3c2C1)C)F,1
TIMIRDINE,Nc1cc(ccc1N1CCS\C\1=N)Cl,1
TIOMERGINE,CN1C[C@H](CSc2ccccn2)C=C2[C@H]1Cc1c[nH]c3cccc2c13,1
TISOCROMIDE,COc1cc2c(cc1OC)S(=O)(=O)OC(C2)C(=O)NC(C)CC(C)(C)N(C)C,1
TOFENACIN,CNCCOC(c1ccccc1)c1ccccc1C,1
TOLQUINZOLE,CCC1(O)CCN2CCc3ccc(cc3C2C1)C,1
TOMOXETINE,CNCCC(Oc1ccccc1C)c1ccccc1,1
TOZALINONE,CN(C)C1=NC(=O)C(O1)c1ccccc1,1
TREBENZOMINE,CC1Oc2ccccc2CC1N(C)C,1
TRIZOXIME,N\C(=N/O)\C1=NNc2ccccc2N(Cc2ccccc2)C1=O,1
TROCIMINE,COc1cc(cc(c1OC)OC)C(=O)N1CCCCCCC1,1
L-TRYPTOPHAN,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,1
VENLAFAXINE,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,1
VILOXAZINE,CCOc1ccccc1OCC1CNCCO1,1
VIQUALINE,COc1ccc2nccc(c2c1)CCC[C@@H]1CCNC[C@@H]1C=C,1
NEBRACETAM,NCC1CN(Cc2ccccc2)C(=O)C1,1
ZAFULEPTINE,CC(C)C(CCCCCC(O)=O)NCc1ccc(cc1)F,1
ZIMELDINE,CN(C)C\C=C(\c1ccc(cc1)Br)/c1cccnc1,1
ZOMETAPINE,Cn1nc(c2c1NCCN=C2c1cccc(c1)Cl)C,1
AMESERGIDE,CC(C)n1cc2c3c(cccc13)[C@H]1C[C@H](CN(C)[C@@H]1C2)C(=O)NC1CCCCC1,1
INDOMETACIN,COc1ccc2n(c(c(c2c1)CC(O)=O)C)C(=O)c1ccc(cc1)Cl,1
AMANTADINE,NC12CC3CC(CC(C3)C1)C2,1
APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(c(c31)O)O,1
BUFENADRINE,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,1
CARMANTADINE,OC(=O)C1CCN1C12CC3CC(CC(C3)C1)C2,1
CILADOPA,COc1ccc(cc1OC)[C@H](O)CN1CCN(CC1)C1=CC=CC=CC1=O,1
DELERGOTRILE,CN1C[C@@H](CC#N)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,1
DEPRAMINE,CN(C)CCCN1c2ccccc2C=Cc2ccccc12,1
DOPAMANTINE,Oc1ccc(cc1O)CCNC(=O)C12CC3CC(CC(C3)C1)C2,1
MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,1
ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
AZIDAMFENICOL,OCC(NC(=O)CN=[N+]=[N-])C(O)c1ccc(cc1)[N+]([O-])=O,1
CETOFENICOL,CC(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,1
CHLORAMPHENICOL,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,1
FLORFENICOL,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,1
RACEFENICOL,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,1
FOSFOMYCIN,C[C@@H]1O[C@@H]1P(O)(O)=O,1
THIAMPHENICOL,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,1
DAPSONE,Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,1
METRONIDAZOLE,NC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,1
ORNIDAZOLE,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(C)=O,1
SULFADIAZINE,Cc1ncc(n1CCO)[N+]([O-])=O,1
SULFAMETHOXAZOLE,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,1
TIABENDAZOLE,Cc1onc(c1)NS(=O)(=O)c1ccc(cc1)N,1
TINIDAZOLE,[nH]1c2ccccc2nc1c1cscn1,1
TRIMETHOPRIM,COc1cc(cc(c1OC)OC)Cc1cnc(nc1N)N,1
TRIMETREXATE,COc1cc(cc(c1OC)OC)NCc1ccc2nc(nc(c2c1C)N)N,1
FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(cc1F)F,1
FLUCYTOSINE,NC1=NC(=O)NC=C1F,1
MICONAZOLE,Clc1ccc(c(c1)Cl)COC(Cn1ccnc1)c1ccc(cc1Cl)Cl,1
ACICLOVIR,NC1=Nc2n(cnc2C(=O)N1)COCCO,1
PENCICLOVIR,NC1=Nc2n(cnc2C(=O)N1)CCC(CO)CO,1
FAMCICLOVIR,CC(=O)OCC(CCn1cnc2cnc(nc12)N)COC(C)=O,1
BUCICLOVIR,NC1=Nc2n(cnc2C(=O)N1)CC[C@@H](O)CO,1
DESCICLOVIR,Nc1ncc2ncn(c2n1)COCCO,1
VALGANCICLOVIR,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c1N=C(N)NC2=O,1
GANCICLOVIR,NC1=Nc2n(cnc2C(=O)N1)COC(CO)CO,1
ROCICLOVIR,CC(C)OCC(COC(C)C)OCn1cnc2cnc(nc12)N,1
VALACICLOVIR,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1N=C(N)NC2=O,1
ADINAZOLAM,CN(C)Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl,1
ALPRAZOLAM,Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl,1
ARFENDAZAM,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(ccc12)Cl,1
BENTAZEPAM,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,1
BROMAZEPAM,Brc1ccc2c(c1)C(=NCC(=O)N2)c1ccccn1,1
BROTIZOLAM,Cc1nnc2n1c1sc(cc1C(=NC2)c1ccccc1Cl)Br,1
CAMAZEPAM,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2N(C)C1=O)Cl,1
CARBURAZEPAM,CN1C(=O)CN(C(c2ccccc2)c2cc(ccc12)Cl)C(N)=O,1
CHLORDIAZEPOXIDE,CNC1=Nc2ccc(cc2C(=[N+]([O-])C1)c1ccccc1)Cl,1
CICLOTIZOLAM,Clc1ccccc1C1=NCc2nnc(n2c2sc(cc12)Br)C1CCCCC1,1
CINOLAZEPAM,OC1N=C(c2ccccc2F)c2cc(ccc2N(CCC#N)C1=O)Cl,1
CLAZOLAM,CN1C(=O)CN2CCc3ccccc3C2c2cc(ccc21)Cl,1
CLIMAZOLAM,Cc1ncc2n1c1ccc(cc1C(=NC2)c1ccccc1Cl)Cl,1
CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(ccc21)Cl,1
CLONAZEPAM,[O-][N+](=O)c1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1Cl,1
CLOTIAZEPAM,CCc1sc2c(c1)C(=NCC(=O)N2C)c1ccccc1Cl,1
CLOXAZOLAM,Clc1ccc2c(c1)C1(OCCN1CC(=O)N2)c1ccccc1Cl,1
CYPRAZEPAM,[O-][N+]1=C(c2ccccc2)c2cc(ccc2N=C(C1)NCC1CC1)Cl,1
DELORAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1Cl,1
DEMOXEPAM,[O-][N+]1=C(c2ccccc2)c2cc(ccc2NC(=O)C1)Cl,1
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(ccc12)Cl,1
DOXEFAZEPAM,OCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc21)Cl,1
ELFAZEPAM,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,1
ESTAZOLAM,Clc1ccc2c(c1)C(=NCc1nncn12)c1ccccc1,1
ETIZOLAM,CCc1sc2c(c1)C(=NCc1nnc(n12)C)c1ccccc1Cl,1
FLETAZEPAM,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(cc12)Cl,1
FLUDIAZEPAM,CN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,1
FLUNITRAZEPAM,CN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)[N+]([O-])=O,1
FLURAZEPAM,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,1
FLUTAZOLAM,OCCN1C(=O)CN2CCOC2(c2ccccc2F)c2cc(ccc21)Cl,1
FLUTOPRAZEPAM,Fc1ccccc1C1=NCC(=O)N(CC2CC2)c2ccc(cc21)Cl,1
FOSAZEPAM,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,1
GEDOCARNIL,COCc1c(ncc2[nH]c3cccc(c3c12)Oc1ccc(cc1)Cl)C(=O)OC(C)C,1
GIRISOPAM,COc1cc2c(cc1OC)C(=NN=C(C)C2)c1cccc(c1)Cl,1
NERISOPAM,COc1cc2c(cc1OC)C(=NN=C(C)C2)c1ccc(cc1)N,1
HALAZEPAM,FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,1
HALOXAZOLAM,Fc1ccccc1C12OCCN2CC(=O)Nc2ccc(cc21)Br,1
ICLAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2CCOCC1CC1)c1ccccc1,1
KETAZOLAM,CN1C(=O)CN2C(=O)C=C(C)OC2(c2ccccc2)c2cc(ccc21)Cl,1
LOFENDAZAM,Clc1ccc2c(c1)N(C(=O)CCN2)c1ccccc1,1
ETHYL-LOFLAZEPATE,CCOC(=O)C1N=C(c2ccccc2F)c2cc(ccc2NC1=O)Cl,1
LOPIRAZEPAM,OC1N=C(c2ccccc2Cl)c2nc(ccc2NC1=O)Cl,1
LOPRAZOLAM,CN1CCN(CC1)\C=C1/N=C2CN=C(c3ccccc3Cl)c3cc(ccc3N2C/1=O)[N+]([O-])=O,1
LORAZEPAM,OC1N=C(c2ccccc2Cl)c2cc(ccc2NC1=O)Cl,1
LORMETAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(ccc21)Cl,1
MECLONAZEPAM,C[C@@H]1N=C(c2ccccc2Cl)c2cc(ccc2NC1=O)[N+]([O-])=O,1
MEDAZEPAM,CN1CCN=C(c2ccccc2)c2cc(ccc21)Cl,1
MENITRAZEPAM,CN1C(=O)CN=C(C2=CCCCC2)c2cc(ccc21)[N+]([O-])=O,1
METACLAZEPAM,COCC1CN=C(c2ccccc2Cl)c2cc(ccc2N1C)Br,1
MEXAZOLAM,CC1COC2(N1CC(=O)Nc1ccc(cc12)Cl)c1ccccc1Cl,1
MIDAZOLAM,Cc1ncc2n1c1ccc(cc1C(=NC2)c1ccccc1F)Cl,1
MOTRAZEPAM,COCN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O,1
NIMETAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(ccc12)[N+]([O-])=O,1
NITRAZEPAM,[O-][N+](=O)c1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1,1
NORDAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1,1
NORTETRAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2)C1=CCCCC1,1
OXAZEPAM,OC1N=C(c2ccccc2)c2cc(ccc2NC1=O)Cl,1
OXAZOLAM,CC1CN2CC(=O)Nc3ccc(cc3C2(O1)c1ccccc1)Cl,1
PANADIPLON,CC(C)N1C(=O)c2n(cnc2c2noc(n2)C2CC2)c2ccccc12,1
PINAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2CC#C)c1ccccc1,1
PIVOXAZEPAM,CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2NC1=O)Cl,1
PRAZEPAM,Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1,1
PREMAZEPAM,Cn1cc2c(c1C)C(=NCC(=O)N2)c1ccccc1,1
PROFLAZEPAM,OCC(O)CN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,1
QUAZEPAM,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(cc21)Cl,1
RECLAZEPAM,Clc1ccc2c(c1)C(=NCCN2C1=NC(=O)CO1)c1ccccc1Cl,1
RIPAZEPAM,CCn1nc(c2c1C(=NCC(=O)N2)c1ccccc1)C,1
FLUTEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc12)Cl,1
SULAZEPAM,CN1C(=S)CN=C(c2ccccc2)c2cc(ccc21)Cl,1
TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(ccc21)Cl,1
TETRAZEPAM,CN1C(=O)CN=C(C2=CCCCC2)c2cc(ccc12)Cl,1
TOFISOPAM,CCC1C(=NN=C(c2ccc(c(c2)OC)OC)c2cc(c(cc12)OC)OC)C,1
TOLUFAZEPAM,Cc1ccc(cc1)S(=O)(=O)CCN1C(=O)CN=C(c2ccccc2Cl)c2cc(ccc21)Cl,1
TRIAZOLAM,Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1Cl)Cl,1
TRIFLUBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(ccc21)C(F)(F)F,1
TRIMOPAM,COc1cc2c(cc1OC)C(CN(C)CC2)c1ccccc1,1
TUCLAZEPAM,CN1C(CO)CN=C(c2ccccc2Cl)c2cc(ccc21)Cl,1
ULDAZEPAM,Clc1ccc2c(c1)C(=NCC(=N2)NOCC=C)c1ccccc1Cl,1
ZOLAZEPAM,Cn1nc(c2c1N(C)C(=O)CN=C2c1ccccc1F)C,1
ZOLPIDEM,CN(C)C(=O)Cc1n2c(nc1c1ccc(cc1)C)C=CC(=C2)C,1
PENTETRAZOL,C1CCn2nnnc2CC1,1
ACROCINONIDE,C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2C[C@H]2OC(O[C@]21C(=O)CO)C=C,1
ALCLOMETASONE,C[C@@H]1C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
ALCLOMETASONE-DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
